assists,gamesPlayed,gamesStarted,goalieFullName,goals,goalsAgainst,goalsAgainstAverage,lastName,losses,otLosses,penaltyMinutes,playerId,points,savePct,saves,seasonId,shootsCatches,shotsAgainst,shutouts,teamAbbrevs,timeOnIce,wins,season,completeGamePct,completeGames,goalsFor,goalsForAverage,incompleteGames,qualityStart,qualityStartsPct,regulationLosses,regulationWins,shotsAgainstPer60,season_year,name_key,heightInInches,weightInPounds,birthCity,birthCountry,draftYear,draftRound,draftOverall,player_name_cw,team_cw,position_cw,cap_hit
0,15,14,Alex Lyon,0,43,2.88854,Lyon,4,2,0,8479312,0,0.91393,446,20222023,L,488,1,FLA,53591,9,20222023,1.0,14,56,3.76182,0,9,0.642857,6,9,32.781625,2023,alex lyon,73,199,Baudette,USA,,,,Alex Lyon,DET,G,900000.0
0,22,20,Mackenzie Blackwood,0,60,3.19843,Blackwood,6,2,2,8478406,0,0.89342,503,20222023,L,563,0,NJD,67533,10,20222023,0.8,16,62,3.30505,4,9,0.45,7,10,30.011995,2023,mackenzie blackwood,76,225,Thunder Bay,CAN,2015.0,2.0,12.0,MacKenzie Blackwood,SJS,G,2350000.0
1,20,18,Collin Delia,0,62,3.2756,Delia,6,2,0,8480420,1,0.88212,464,20222023,L,526,0,VAN,68140,10,20222023,0.944444,17,62,3.2756,1,8,0.444444,7,9,27.789845,2023,collin delia,74,208,Rancho Cucamonga,USA,,,,,,,
1,25,24,Jaroslav Halak,0,66,2.72364,Halak,9,5,0,8470860,1,0.90294,614,20222023,L,680,1,NYR,87236,10,20222023,1.0,24,70,2.88871,0,14,0.583333,14,10,28.061809,2023,jaroslav halak,71,189,Bratislava,SVK,2003.0,9.0,10.0,,,,
2,39,38,Petr Mrazek,0,132,3.65791,Mrazek,22,3,4,8475852,2,0.89423,1116,20222023,L,1248,0,CHI,129910,10,20222023,0.894736,34,81,2.24463,4,20,0.526315,25,8,34.583942,2023,petr mrazek,74,192,Ostrava,CZE,2010.0,5.0,21.0,Petr Mrazek,CHI,G,3800000.0
0,29,27,Spencer Martin,0,107,3.98712,Martin,15,1,0,8477484,0,0.87108,723,20222023,L,830,0,VAN,96611,11,20222023,0.925925,25,85,3.16734,2,9,0.333333,16,9,30.928156,2023,spencer martin,75,191,Oakville,CAN,2013.0,3.0,2.0,Spencer Martin,CAR,G,762500.0
0,23,22,Semyon Varlamov,0,60,2.69716,Varlamov,9,2,0,8473575,0,0.91291,629,20222023,L,689,2,NYI,80084,11,20222023,0.90909,20,59,2.65221,2,14,0.636363,10,11,30.972479,2023,semyon varlamov,74,201,Samara,RUS,2006.0,1.0,23.0,Semyon Varlamov,NYI,G,2750000.0
1,26,24,Craig Anderson,0,76,3.06033,Anderson,11,2,2,8467950,1,0.90765,747,20222023,L,823,1,BUF,89402,11,20222023,0.958333,23,77,3.1006,1,12,0.5,13,10,33.140199,2023,craig anderson,74,187,Park Ridge,USA,2001.0,3.0,10.0,,,,
0,28,25,Anton Forsberg,0,80,3.26149,Forsberg,11,2,2,8476341,0,0.90208,737,20222023,L,817,2,OTT,88303,11,20222023,0.84,21,80,3.26149,4,13,0.52,13,11,33.308041,2023,anton forsberg,75,200,Härnösand,SWE,2011.0,7.0,7.0,Anton Forsberg,OTT,G,2750000.0
1,22,22,Brian Elliott,0,75,3.39691,Elliott,8,2,0,8470880,1,0.89114,614,20222023,L,689,2,TBL,79484,12,20222023,1.0,22,77,3.48749,0,9,0.40909,9,12,31.206281,2023,brian elliott,74,221,Newmarket,CAN,2003.0,9.0,30.0,,,,
0,24,23,Pyotr Kochetkov,0,57,2.43601,Kochetkov,7,5,0,8481611,0,0.90909,570,20222023,L,627,4,CAR,84236,12,20222023,1.0,23,58,2.47875,0,13,0.565217,11,12,26.796145,2023,pyotr kochetkov,75,196,Penza,RUS,2019.0,2.0,5.0,Pyotr Kochetkov,CAR,G,2000000.0
0,43,41,James Reimer,0,147,3.47517,Reimer,21,8,2,8473503,0,0.88988,1188,20222023,L,1335,3,SJS,152280,12,20222023,1.0,41,108,2.55319,0,20,0.487804,25,11,31.560283,2023,james reimer,74,200,Morweena,CAN,2006.0,4.0,6.0,James Reimer,DET,G,1500000.0
1,31,26,Charlie Lindgren,0,86,3.04952,Lindgren,11,3,0,8479292,1,0.89917,767,20222023,R,853,0,WSH,101524,13,20222023,0.961538,25,97,3.43958,1,15,0.576923,13,12,30.247035,2023,charlie lindgren,74,190,Lakeville,USA,,,,Charlie Lindgren,WAS,G,1100000.0
0,26,26,Matt Murray,0,74,3.01391,Murray,8,2,0,8476899,0,0.90275,687,20222023,L,761,1,TOR,88390,14,20222023,0.923076,24,87,3.54338,2,12,0.461538,10,13,30.994457,2023,matt murray,77,220,Thunder Bay,CAN,2012.0,3.0,22.0,,,,
1,32,32,Thatcher Demko,0,99,3.16206,Demko,14,4,4,8477967,1,0.90149,906,20222023,L,1005,1,VAN,112711,14,20222023,0.96875,31,96,3.06624,1,13,0.40625,17,12,32.099795,2023,thatcher demko,76,192,San Diego,USA,2014.0,2.0,6.0,Thatcher Demko,VAN,G,5000000.0
2,53,52,John Gibson,0,200,3.99345,Gibson,31,8,12,8476434,2,0.89914,1783,20222023,L,1983,1,ANA,180295,14,20222023,0.826923,43,116,2.3162,9,25,0.480769,36,13,39.595108,2023,john gibson,75,209,Pittsburgh,USA,2011.0,2.0,9.0,John Gibson,ANA,G,6400000.0
0,27,23,Dan Vladar,0,72,2.91121,Vladar,6,5,2,8478435,0,0.89505,597,20222023,L,667,0,CGY,89035,14,20222023,0.956521,22,93,3.76031,1,9,0.391304,10,14,26.969169,2023,dan vladar,77,209,Prague,CZE,2015.0,3.0,14.0,,,,
0,38,33,Casey DeSmith,0,109,3.16561,DeSmith,16,4,2,8479193,0,0.90455,1033,20222023,L,1142,0,PIT,123957,15,20222023,0.939393,31,110,3.19465,2,18,0.545454,19,15,33.166339,2023,casey desmith,72,188,Rochester,USA,,,,Casey DeSmith,VAN,G,1800000.0
1,42,41,Jake Allen,0,145,3.55041,Allen,24,3,2,8474596,1,0.89138,1190,20222023,L,1335,1,MTL,147025,15,20222023,0.975609,40,107,2.61996,1,20,0.487804,26,11,32.688318,2023,jake allen,74,197,Fredericton,CAN,2008.0,2.0,4.0,Jake Allen,NJD,G,3850000.0
0,40,39,Samuel Montembeault,0,133,3.41924,Montembeault,19,3,0,8478470,0,0.90111,1212,20222023,L,1345,0,MTL,140031,16,20222023,0.948717,37,110,2.82794,2,22,0.564102,21,15,34.578057,2023,samuel montembeault,75,218,Becancour,CAN,2015.0,3.0,16.0,Samuel Montembeault,MTL,G,1000000.0
0,41,36,Jonathan Quick,0,127,3.40977,Quick,15,6,4,8471734,0,0.8824,953,20222023,L,1080,2,"LAK,VGK",134085,16,20222023,0.916666,33,111,2.98019,3,12,0.333333,19,15,28.996532,2023,jonathan quick,73,219,Milford,USA,2005.0,3.0,11.0,Jonathan Quick,NYR,G,825000.0
1,27,25,Adin Hill,0,62,2.49513,Hill,7,1,2,8478499,1,0.91539,660,20222023,L,721,0,VGK,89454,16,20222023,0.96,24,78,3.13904,1,16,0.64,8,15,29.01603,2023,adin hill,76,222,Comox,CAN,2015.0,3.0,15.0,Adin Hill,VGK,G,4900000.0
1,39,36,Philipp Grubauer,0,98,2.8466,Grubauer,14,4,0,8475831,1,0.89462,832,20222023,L,930,0,SEA,123937,17,20222023,0.805555,29,108,3.13707,7,19,0.527777,16,17,27.013725,2023,philipp grubauer,73,188,Rosenheim,DEU,2010.0,4.0,22.0,,,,
1,33,32,Ukko-Pekka Luukkonen,0,115,3.61215,Luukkonen,11,4,2,8480045,1,0.89184,940,20222023,L,1054,0,BUF,114613,17,20222023,0.96875,31,119,3.73779,1,15,0.46875,13,17,33.106192,2023,ukkopekka luukkonen,77,223,Espoo,FIN,2017.0,2.0,23.0,Ukko-Pekka Luukkonen,BUF,G,837500.0
0,36,32,Cam Talbot,0,95,2.92758,Talbot,14,2,0,8475660,0,0.89839,840,20222023,L,935,1,OTT,116820,17,20222023,0.90625,29,96,2.95839,3,20,0.625,16,16,28.813559,2023,cam talbot,75,202,Caledonia,CAN,,,,,,,
0,39,37,Joonas Korpisalo,0,104,2.87299,Korpisalo,14,4,0,8476914,0,0.91459,1103,20222023,L,1206,1,"CBJ,LAK",130317,18,20222023,0.918918,34,104,2.87299,3,25,0.675675,17,17,33.315684,2023,joonas korpisalo,76,200,Pori,FIN,2012.0,3.0,1.0,Joonas Korpisalo,OTT,G,4000000.0
0,50,49,Karel Vejmelka,0,168,3.42759,Vejmelka,24,6,2,8478872,0,0.9,1503,20222023,R,1670,3,ARI,176450,18,20222023,0.979591,48,139,2.83593,1,24,0.489795,29,17,34.071975,2023,karel vejmelka,76,221,Trebic,CZE,2015.0,5.0,24.0,Karel Vejmelka,ARI,G,2725000.0
0,27,26,Antti Raanta,0,58,2.22903,Raanta,3,3,0,8477293,0,0.90993,586,20222023,L,644,4,CAR,93673,19,20222023,0.923076,24,92,3.5357,2,12,0.461538,5,18,24.749928,2023,antti raanta,72,195,Rauma,FIN,,,,,,,
1,34,33,Frederik Andersen,0,82,2.4794,Andersen,11,1,0,8475883,1,0.90341,767,20222023,L,849,1,CAR,119061,21,20222023,0.969696,32,105,3.17484,1,16,0.484848,11,18,25.670874,2023,frederik andersen,76,229,Herning,DNK,2012.0,3.0,26.0,Frederik Andersen,CAR,G,3400000.0
1,36,34,Jack Campbell,0,115,3.40508,Campbell,9,4,2,8475789,1,0.88802,912,20222023,L,1027,1,EDM,121583,21,20222023,0.911764,31,142,4.20453,3,14,0.411764,11,21,30.408857,2023,jack campbell,75,200,Port Huron,USA,2010.0,1.0,11.0,,,,
0,37,36,Logan Thompson,0,96,2.6527,Thompson,13,3,2,8480313,0,0.91519,1036,20222023,R,1132,2,VGK,130282,21,20222023,0.916666,33,106,2.92903,3,21,0.583333,15,18,31.279839,2023,logan thompson,76,207,Calgary,CAN,,,,Logan Thompson,VGK,G,766666.0
1,39,37,Filip Gustavsson,0,81,2.10304,Gustavsson,9,7,0,8479406,1,0.93094,1092,20222023,L,1173,3,MIN,138656,22,20222023,0.972972,36,106,2.75213,1,27,0.729729,12,18,30.455227,2023,filip gustavsson,74,184,Skelleftea,SWE,2016.0,2.0,25.0,Filip Gustavsson,MIN,G,3750000.0
0,57,56,Darcy Kuemper,0,154,2.86619,Kuemper,26,7,4,8475311,0,0.9086,1521,20222023,L,1674,5,WSH,193427,22,20222023,0.910714,51,148,2.75452,5,28,0.5,30,21,31.15594,2023,darcy kuemper,77,215,Saskatoon,CAN,2009.0,6.0,11.0,Darcy Kuemper,WAS,G,5250000.0
0,55,54,Carter Hart,0,155,2.93953,Hart,23,10,0,8479394,0,0.9069,1510,20222023,L,1665,2,PHI,189826,22,20222023,0.925925,50,133,2.5223,4,25,0.462962,32,20,31.576285,2023,carter hart,74,196,Sherwood Park,CAN,2016.0,2.0,18.0,,,,
2,59,58,Jacob Markstrom,0,166,2.9201,Markstrom,21,12,14,8474593,2,0.89234,1376,20222023,L,1542,1,CGY,204650,23,20222023,0.931034,54,161,2.83215,4,25,0.431034,29,21,27.125336,2023,jacob markstrom,78,207,Gavle,SWE,2008.0,2.0,1.0,Jacob Markstrom,CGY,G,6000000.0
0,50,49,Sergei Bobrovsky,0,145,3.06946,Bobrovsky,20,3,2,8475683,0,0.90109,1321,20222023,L,1466,1,FLA,170062,24,20222023,0.938775,46,158,3.34466,3,30,0.612244,23,22,31.033388,2023,sergei bobrovsky,74,180,Novokuznetsk,RUS,,,,Sergei Bobrovsky,FLA,G,10000000.0
1,37,35,Pheonix Copley,0,92,2.6418,Copley,6,3,19,8477831,1,0.90285,855,20222023,L,947,1,LAK,125369,24,20222023,0.914285,32,123,3.53197,3,21,0.6,8,20,27.193325,2023,pheonix copley,76,205,North Pole,USA,,,,Pheonix Copley,LAK,G,1500000.0
0,37,33,Jeremy Swayman,0,76,2.26529,Swayman,6,4,2,8480280,0,0.92025,877,20222023,L,953,4,BOS,120779,24,20222023,0.969696,32,136,4.05368,1,21,0.636363,8,23,28.4056,2023,jeremy swayman,75,195,Anchorage,USA,2017.0,4.0,18.0,Jeremy Swayman,BOS,G,3475000.0
2,47,47,Tristan Jarry,0,128,2.89807,Jarry,13,7,2,8477465,2,0.90947,1286,20222023,L,1414,2,PIT,159002,24,20222023,0.893617,42,140,3.16977,5,29,0.617021,20,23,32.014691,2023,tristan jarry,76,201,Surrey,CAN,2013.0,2.0,14.0,Tristan Jarry,PIT,G,5375000.0
1,46,45,Marc-Andre Fleury,0,126,2.84822,Fleury,16,4,2,8470594,1,0.90782,1241,20222023,L,1367,2,MIN,159257,24,20222023,0.955555,43,129,2.91604,2,26,0.577777,18,21,30.900996,2023,marcandre fleury,74,185,Sorel,CAN,2003.0,1.0,1.0,Marc-Andre Fleury,MIN,G,3500000.0
0,56,56,Ville Husso,0,167,3.11157,Husso,22,7,0,8478024,0,0.89582,1436,20222023,L,1603,4,DET,193214,26,20222023,0.910714,51,150,2.79482,5,26,0.464285,27,24,29.867401,2023,ville husso,75,205,Helsinki,FIN,2014.0,4.0,4.0,Ville Husso,DET,G,4750000.0
0,48,42,Martin Jones,0,131,2.99354,Jones,13,3,0,8474889,0,0.88733,1016,20222023,L,1145,3,SEA,157539,27,20222023,0.928571,39,165,3.77049,3,18,0.428571,15,27,26.164949,2023,martin jones,77,203,North Vancouver,CAN,,,,Martin Jones,TOR,G,875000.0
2,42,40,Ilya Samsonov,0,96,2.3267,Samsonov,10,5,0,8478492,2,0.91891,1088,20222023,L,1184,4,TOR,148536,27,20222023,0.95,38,138,3.34464,2,28,0.7,13,27,28.696073,2023,ilya samsonov,75,208,Magnitogorsk,RUS,2015.0,1.0,22.0,Ilya Samsonov,TOR,G,3550000.0
2,61,60,Jordan Binnington,0,194,3.31053,Binnington,27,6,29,8476412,2,0.89375,1632,20222023,L,1826,2,STL,210963,27,20222023,0.933333,56,188,3.20814,4,30,0.5,31,25,31.159966,2023,jordan binnington,74,172,Richmond Hill,CAN,2011.0,3.0,27.0,Jordan Binnington,STL,G,6000000.0
2,50,48,Stuart Skinner,0,133,2.7488,Skinner,14,5,0,8479973,2,0.91406,1404,20222023,L,1536,1,EDM,174185,29,20222023,0.958333,46,176,3.63751,2,28,0.583333,17,29,31.745558,2023,stuart skinner,76,215,Edmonton,CAN,2017.0,3.0,16.0,Stuart Skinner,EDM,G,2600000.0
1,62,60,Ilya Sorokin,0,140,2.34174,Sorokin,22,7,0,8478009,1,0.92437,1699,20222023,L,1838,6,NYI,215224,31,20222023,0.983333,59,177,2.96063,1,42,0.7,25,30,30.743783,2023,ilya sorokin,75,189,Mezhdurechensk,RUS,2014.0,3.0,18.0,Ilya Sorokin,NYI,G,4000000.0
1,64,63,Juuse Saros,0,171,2.69292,Saros,23,7,0,8477424,1,0.91853,1928,20222023,L,2099,2,NSH,228599,33,20222023,0.984126,62,163,2.56694,1,41,0.650793,28,28,33.055262,2023,juuse saros,71,180,Forssa,FIN,2013.0,4.0,8.0,Juuse Saros,NSH,G,5000000.0
3,52,48,Vitek Vanecek,0,119,2.44892,Vanecek,11,4,2,8477970,3,0.91072,1214,20222023,L,1333,3,NJD,174934,33,20222023,0.895833,43,171,3.51904,5,31,0.645833,14,32,27.43206,2023,vitek vanecek,74,184,Havlickuv Brod,CZE,2014.0,2.0,9.0,Vitek Vanecek,SJS,G,3400000.0
2,60,60,Andrei Vasilevskiy,0,159,2.65264,Vasilevskiy,22,4,0,8476883,2,0.9152,1716,20222023,L,1875,4,TBL,215785,34,20222023,1.0,60,195,3.25323,0,36,0.6,25,31,31.281136,2023,andrei vasilevskiy,76,223,Tyumen,RUS,2012.0,1.0,19.0,Andrei Vasilevskiy,TBL,G,9500000.0
1,62,61,Jake Oettinger,0,144,2.37044,Oettinger,11,11,2,8479979,1,0.91948,1633,20222023,L,1776,5,DAL,218693,37,20222023,0.950819,58,199,3.27582,3,39,0.639344,20,33,29.235503,2023,jake oettinger,78,225,Lakeville,USA,2017.0,1.0,26.0,Jake Oettinger,DAL,G,4000000.0
1,58,58,Igor Shesterkin,0,144,2.47651,Shesterkin,13,8,2,8478048,1,0.91623,1575,20222023,L,1719,3,NYR,209326,37,20222023,0.982758,57,196,3.37081,1,35,0.603448,18,33,29.563456,2023,igor shesterkin,73,199,Moscow,RUS,2014.0,4.0,28.0,Igor Shesterkin,NYR,G,5666667.0
0,64,64,Connor Hellebuyck,0,157,2.49338,Hellebuyck,25,2,0,8476945,0,0.92006,1807,20222023,L,1964,4,WPG,226680,37,20222023,0.953125,61,187,2.96982,3,43,0.671875,26,37,31.191106,2023,connor hellebuyck,76,207,Commerce,USA,2012.0,5.0,9.0,Connor Hellebuyck,WPG,G,6166666.0
1,62,62,Alexandar Georgiev,0,156,2.5295,Georgiev,16,6,0,8480382,1,0.91859,1749,20222023,L,1904,5,COL,222020,40,20222023,0.967741,60,203,3.29159,2,40,0.645161,19,35,30.872894,2023,alexandar georgiev,73,178,Ruse,BGR,,,,,,,
0,49,48,Linus Ullmark,1,91,1.89438,Ullmark,6,1,2,8476999,1,0.93754,1366,20222023,L,1457,2,BOS,172932,40,20222023,0.916666,44,157,3.26833,4,42,0.875,6,37,30.330997,2023,linus ullmark,76,223,Lugnvik,SWE,2012.0,6.0,12.0,Linus Ullmark,BOS,G,5000000.0
0,1,0,Yaniv Perets,0,0,0.0,Perets,0,0,0,8484293,0,1.0,1,20232024,L,1,0,CAR,766,0,20232024,,0,1,4.69973,0,0,,0,0,4.699756,2024,yaniv perets,73,181,Dollard-des-Ormeaux,CAN,,,,,,,
0,1,0,Kenneth Appleby,0,2,6.0,Appleby,0,0,0,8478965,0,0.75,6,20232024,L,8,0,NYI,1200,0,20232024,,0,0,0.0,0,0,,0,0,24.000024,2024,kenneth appleby,77,216,North Bay,CAN,,,,,,,
0,2,0,Georgi Romanov,0,1,1.01265,Romanov,0,0,0,8484312,0,0.96666,29,20232024,L,30,0,SJS,3555,0,20232024,,0,2,2.02531,0,0,,0,0,30.379746,2024,georgi romanov,77,207,Yekaterinburg,RUS,,,,Georgi Romanov,SJS,G,910000.0
0,1,1,Michael Hutchinson,0,3,3.11418,Hutchinson,1,0,0,8474636,0,0.91666,33,20232024,R,36,0,DET,3468,0,20232024,1.0,1,2,2.07612,0,1,1.0,1,0,37.370255,2024,michael hutchinson,75,201,Barrie,CAN,2008.0,3.0,16.0,,,,
0,2,1,Matt Villalta,0,5,4.16859,Villalta,1,0,0,8480191,0,0.82758,24,20232024,L,29,0,ARI,4318,0,20232024,1.0,1,3,2.50115,0,0,0.0,1,0,24.177869,2024,matt villalta,75,190,Kingston,CAN,2017.0,3.0,10.0,,,,
0,1,1,Malcolm Subban,0,3,3.0,Subban,1,0,0,8476876,0,0.91428,32,20232024,L,35,0,CBJ,3600,0,20232024,1.0,1,0,0.0,0,1,1.0,1,0,35.0,2024,malcolm subban,74,215,Toronto,CAN,2012.0,1.0,24.0,,,,
0,3,1,Ivan Fedotov,0,10,4.95253,Fedotov,1,1,0,8478905,0,0.81132,43,20232024,L,53,0,PHI,7269,0,20232024,1.0,1,6,2.97152,0,0,0.0,2,0,26.24846,2024,ivan fedotov,79,209,Lappeenranta,FIN,2015.0,7.0,7.0,Ivan Fedotov,PHI,G,3275000.0
0,1,1,Matt Murray,0,0,0.0,Murray,0,0,0,8483575,0,1.0,23,20232024,L,23,1,DAL,3600,1,20232024,1.0,1,4,4.0,0,1,1.0,0,1,23.0,2024,matt murray,73,196,St. Albert,CAN,,,,,,,
0,1,1,Louis Domingue,0,1,1.0,Domingue,0,0,0,8475839,0,0.96153,25,20232024,R,26,0,NYR,3600,1,20232024,1.0,1,4,4.0,0,1,1.0,0,1,26.0,2024,louis domingue,75,207,St-Hyacinthe,CAN,2010.0,5.0,18.0,,,,
0,6,5,Jiri Patera,0,21,3.97769,Patera,3,1,0,8480238,0,0.89285,175,20232024,L,196,0,VGK,19006,1,20232024,1.0,5,16,3.03062,0,2,0.4,4,0,37.125121,2024,jiri patera,75,212,Praha,CZE,2017.0,6.0,6.0,,,,
0,2,2,Chris Driedger,0,5,2.50871,Driedger,1,0,0,8476904,0,0.91666,55,20232024,L,60,0,SEA,7175,1,20232024,1.0,2,4,2.00696,0,1,0.5,1,1,30.104538,2024,chris driedger,76,210,Winnipeg,CAN,2012.0,3.0,15.0,Chris Driedger,WPG,G,795000.0
0,9,8,Magnus Chrona,0,37,4.71087,Chrona,6,1,0,8480992,0,0.85877,225,20232024,L,262,0,SJS,28275,1,20232024,0.875,7,16,2.03713,1,3,0.375,6,1,33.358093,2024,magnus chrona,78,225,Stockholm,SWE,2018.0,5.0,28.0,,,,
0,3,1,Magnus Hellberg,0,5,2.50243,Hellberg,0,0,0,8476433,0,0.92187,59,20232024,L,64,0,PIT,7193,1,20232024,1.0,1,7,3.5034,0,1,1.0,0,1,32.03115,2024,magnus hellberg,78,206,Uppsala,SWE,2011.0,2.0,8.0,,,,
0,2,1,Yaroslav Askarov,0,2,1.46938,Askarov,0,0,0,8482137,0,0.94285,33,20232024,R,35,0,NSH,4900,1,20232024,1.0,1,2,1.46938,0,1,1.0,0,0,25.714287,2024,yaroslav askarov,75,180,Omsk,RUS,2020.0,1.0,11.0,Yaroslav Askarov,SJS,G,925000.0
0,5,5,Jack Campbell,0,20,4.49803,Campbell,4,0,0,8475789,0,0.87261,137,20232024,L,157,0,EDM,16007,1,20232024,0.8,4,13,2.92372,1,1,0.2,4,1,35.309559,2024,jack campbell,75,200,Port Huron,USA,2010.0,1.0,11.0,,,,
0,5,3,Felix Sandstrom,0,17,3.87121,Sandstrom,2,0,0,8478433,0,0.82291,79,20232024,L,96,0,PHI,15809,1,20232024,1.0,3,10,2.27718,0,1,0.333333,2,1,21.860969,2024,felix sandstrom,74,211,Gavle,SWE,2015.0,3.0,9.0,,,,
0,6,5,Mads Sogaard,0,19,4.04877,Sogaard,3,0,0,8481544,0,0.85925,116,20232024,L,135,0,OTT,16894,1,20232024,0.8,4,10,2.13093,1,1,0.2,3,1,28.767614,2024,mads sogaard,79,231,Aalborg,DNK,2019.0,2.0,6.0,,,,
0,4,4,Hunter Shepard,0,13,3.18584,Shepard,1,1,0,8482411,0,0.8943,110,20232024,L,123,0,WSH,14690,2,20232024,1.0,4,15,3.67597,0,2,0.5,1,2,30.142958,2024,hunter shepard,71,225,Cohasset,USA,,,,,,,
0,10,10,Eric Comrie,0,32,3.69301,Comrie,7,0,0,8477480,0,0.87401,222,20232024,L,254,0,BUF,31194,2,20232024,0.8,8,19,2.19272,2,2,0.2,7,2,29.313329,2024,eric comrie,73,190,Edmonton,CAN,2013.0,2.0,29.0,Eric Comrie,WPG,G,825000.0
0,6,6,Devin Cooley,0,25,4.97539,Cooley,3,1,0,8482445,0,0.86979,167,20232024,L,192,0,SJS,18089,2,20232024,0.666666,4,13,2.5872,2,2,0.333333,4,2,38.211069,2024,devin cooley,77,192,Los Gatos,USA,,,,,,,
0,3,3,Jesper Wallstedt,0,9,3.01199,Wallstedt,1,0,0,8482661,0,0.89655,78,20232024,L,87,1,MIN,10757,2,20232024,1.0,3,12,4.01598,0,2,0.666666,1,2,29.115929,2024,jesper wallstedt,75,214,Vasteras,SWE,2021.0,1.0,20.0,Jesper Wallstedt,MIN,G,925000.0
0,5,4,Calvin Petersen,0,18,3.90009,Petersen,2,0,0,8477361,0,0.86363,114,20232024,R,132,0,PHI,16615,2,20232024,1.0,4,14,3.0334,0,1,0.25,2,2,28.600666,2024,calvin petersen,74,185,Waterloo,USA,2013.0,5.0,8.0,,,,
0,4,4,Arturs Silovs,0,10,2.46693,Silovs,0,1,0,8481668,0,0.88095,74,20232024,L,84,0,VAN,14593,3,20232024,1.0,4,12,2.96032,0,2,0.5,1,3,20.722264,2024,arturs silovs,76,208,Riga,LVA,2019.0,6.0,1.0,,,,
0,6,6,Matt Tomkins,0,20,3.33132,Tomkins,2,1,0,8477035,0,0.89189,165,20232024,L,185,0,TBL,21613,3,20232024,1.0,6,24,3.99759,0,1,0.166666,2,3,30.814787,2024,matt tomkins,76,191,Edmonton,CAN,2012.0,7.0,18.0,,,,
0,9,8,Jet Greaves,0,30,3.48927,Greaves,6,0,0,8482982,0,0.90825,297,20232024,L,327,0,CBJ,30952,3,20232024,1.0,8,27,3.14034,0,5,0.625,6,3,38.033086,2024,jet greaves,72,188,Cambridge,CAN,,,,,,,
0,8,8,Pheonix Copley,0,23,3.16308,Copley,1,2,0,8477831,0,0.87005,154,20232024,L,177,1,LAK,26177,4,20232024,0.875,7,27,3.71318,1,2,0.25,2,4,24.341982,2024,pheonix copley,76,205,North Pole,USA,,,,,,,
0,11,8,Ivan Prosvetov,0,26,3.15672,Prosvetov,3,1,0,8481031,0,0.89516,222,20232024,L,248,0,COL,29651,4,20232024,0.875,7,29,3.52096,1,4,0.5,3,4,30.110286,2024,ivan prosvetov,77,195,Moscow,RUS,2018.0,4.0,21.0,,,,
0,32,29,Arvid Soderblom,0,114,3.92126,Soderblom,22,2,0,8482821,0,0.88004,829,20232024,L,942,0,CHI,104660,5,20232024,0.896551,26,68,2.339,3,10,0.344827,23,5,32.402064,2024,arvid soderblom,75,180,Göteborg,SWE,,,,Arvid Söderblom,CHI,G,962500.0
2,19,15,Akira Schmid,0,48,3.15046,Schmid,9,1,2,8481033,2,0.89496,409,20232024,L,457,0,NJD,54849,5,20232024,0.866666,13,39,2.55975,2,5,0.333333,9,5,29.995078,2024,akira schmid,77,190,Bern,CHE,2018.0,5.0,12.0,Akira Schmid,VGK,G,875000.0
0,19,16,Spencer Martin,0,59,3.30157,Martin,9,2,0,8477484,0,0.8893,474,20232024,L,533,0,"CBJ,CAR",64333,7,20232024,1.0,16,52,2.90985,0,7,0.4375,10,7,29.826062,2024,spencer martin,75,191,Oakville,CAN,2013.0,3.0,2.0,,,,
0,17,15,Dustin Wolf,0,50,3.15623,Wolf,7,1,0,8481692,0,0.89293,417,20232024,L,467,0,CGY,57030,7,20232024,1.0,15,51,3.21935,0,7,0.466666,8,7,29.479222,2024,dustin wolf,72,166,Gilroy,USA,2019.0,7.0,28.0,Dustin Wolf,CGY,G,850000.0
1,37,33,Kaapo Kahkonen,0,116,3.63595,Kahkonen,24,3,4,8478039,1,0.89815,1023,20232024,L,1139,1,"SJS,NJD",114853,7,20232024,0.848484,28,68,2.13142,5,18,0.545454,26,6,35.701287,2024,kaapo kahkonen,74,217,Helsinki,FIN,2014.0,4.0,19.0,Kaapo Kahkonen,FLA,G,1000000.0
2,23,21,Cayden Primeau,0,66,2.98905,Primeau,9,4,2,8480051,2,0.90971,665,20232024,L,731,2,MTL,79490,8,20232024,1.0,21,64,2.89847,0,11,0.523809,9,6,33.106051,2024,cayden primeau,75,205,Farmington Hills,USA,2017.0,7.0,13.0,,,,
0,20,19,Dan Vladar,0,68,3.61536,Vladar,9,2,0,8478435,0,0.88153,506,20232024,L,574,0,CGY,67711,8,20232024,0.894736,17,60,3.19002,2,8,0.421052,9,8,30.517936,2024,dan vladar,77,209,Prague,CZE,2015.0,3.0,14.0,,,,
0,24,23,Daniil Tarasov,0,73,3.18206,Tarasov,11,3,0,8480193,0,0.90829,723,20232024,L,796,0,CBJ,82588,8,20232024,0.913043,21,71,3.09488,2,13,0.565217,14,7,34.697534,2024,daniil tarasov,77,203,Novokuznetsk,RUS,2017.0,3.0,24.0,Daniil Tarasov,FLA,G,1050000.0
0,14,12,Justus Annunen,0,30,2.24695,Annunen,4,1,0,8481020,0,0.92753,384,20232024,L,414,2,COL,48065,8,20232024,1.0,12,51,3.81982,0,8,0.666666,5,8,31.008012,2024,justus annunen,76,210,Kempele,FIN,2018.0,3.0,2.0,Justus Annunen,NSH,G,837500.0
