assists,gamesPlayed,gamesStarted,goalieFullName,goals,goalsAgainst,goalsAgainstAverage,lastName,losses,otLosses,penaltyMinutes,playerId,points,savePct,saves,seasonId,shootsCatches,shotsAgainst,shutouts,teamAbbrevs,timeOnIce,wins,season,completeGamePct,completeGames,goalsFor,goalsForAverage,incompleteGames,qualityStart,qualityStartsPct,regulationLosses,regulationWins,shotsAgainstPer60,season_year,name_key,heightInInches,weightInPounds,birthCity,birthCountry,draftYear,draftRound,draftOverall,player_name_cw,team_cw,position_cw,cap_hit
0,21,18,Pavel Francouz,0,51,2.54968,Francouz,5,1,0,8480925,0,0.91611,557,20212022,R,608,2,COL,72009,15,20212022,1.0,18,70,3.49956,0,9,0.5,6,13,30.3962,2022,pavel francouz,72,179,Plzen,CZE,,,,Pavel Francouz,COL,G,2000000.0
0,28,26,Antti Raanta,0,62,2.4528,Raanta,5,4,0,8477293,0,0.91218,644,20212022,L,706,2,CAR,90998,15,20212022,0.923076,24,86,3.40227,2,15,0.576923,8,15,27.930284,2022,antti raanta,72,195,Rauma,FIN,,,,Antti Raanta,CAR,G,2000000.0
0,33,28,Alexandar Georgiev,0,85,2.92079,Georgiev,10,2,0,8480382,0,0.89783,747,20212022,L,832,2,NYR,104766,15,20212022,0.964285,27,84,2.88643,1,13,0.464285,11,14,28.589428,2022,alexandar georgiev,73,178,Ruse,BGR,,,,,,,
1,28,27,Mike Smith,0,74,2.81018,Smith,9,2,6,8469608,1,0.91533,800,20212022,L,874,2,EDM,94798,16,20212022,0.925925,25,95,3.60767,2,17,0.629629,11,15,33.190574,2022,mike smith,77,220,Kingston,CAN,2001.0,5.0,30.0,Mike Smith,EDM,G,2200000.0
1,31,31,Craig Anderson,0,97,3.11688,Anderson,12,2,0,8467950,1,0.89735,848,20212022,L,945,0,BUF,112035,17,20212022,1.0,31,97,3.11688,0,15,0.48387,13,16,30.365511,2022,craig anderson,74,187,Park Ridge,USA,2001.0,3.0,10.0,Craig Anderson,BUF,G,1500000.0
0,37,37,Jordan Binnington,0,112,3.13294,Binnington,14,4,14,8476412,0,0.90132,1023,20212022,L,1135,2,STL,128697,18,20212022,0.945945,35,119,3.32874,2,18,0.486486,17,16,31.748992,2022,jordan binnington,74,172,Richmond Hill,CAN,2011.0,3.0,27.0,Jordan Binnington,STL,G,6000000.0
1,55,54,Philipp Grubauer,0,164,3.16254,Grubauer,31,5,0,8475831,1,0.88911,1315,20212022,L,1479,2,SEA,186685,18,20212022,0.925925,50,131,2.52618,4,22,0.407407,35,15,28.52077,2022,philipp grubauer,73,188,Rosenheim,DEU,2010.0,4.0,22.0,,,,
1,56,56,John Gibson,0,172,3.18953,Gibson,26,11,12,8476434,1,0.90385,1617,20212022,L,1789,1,ANA,194135,18,20212022,0.910714,51,145,2.68885,5,30,0.535714,33,16,33.174853,2022,john gibson,75,209,Pittsburgh,USA,2011.0,2.0,9.0,John Gibson,ANA,G,6400000.0
0,32,27,Spencer Knight,0,81,2.79272,Knight,9,3,0,8481519,0,0.90753,795,20212022,L,876,2,FLA,104414,19,20212022,0.962962,26,110,3.79259,1,15,0.555555,10,18,30.202847,2022,spencer knight,75,191,Darien,USA,2019.0,1.0,13.0,,,,
0,48,46,James Reimer,0,129,2.89596,Reimer,17,10,0,8473503,0,0.91103,1321,20212022,L,1450,1,SJS,160361,19,20212022,0.847826,39,117,2.62657,7,32,0.695652,24,16,32.551555,2022,james reimer,74,200,Morweena,CAN,2006.0,4.0,6.0,James Reimer,SJS,G,2250000.0
0,37,35,Calvin Petersen,0,105,2.89455,Petersen,14,2,2,8477361,0,0.8952,897,20212022,R,1002,3,LAK,130590,20,20212022,1.0,35,104,2.86698,0,21,0.6,16,19,27.622329,2022,calvin petersen,74,185,Waterloo,USA,2013.0,5.0,8.0,,,,
2,59,52,Alex Nedeljkovic,0,178,3.30568,Nedeljkovic,24,9,2,8477968,2,0.90089,1618,20212022,L,1796,4,DET,193848,20,20212022,0.903846,47,150,2.78568,5,29,0.557692,32,20,33.353968,2022,alex nedeljkovic,72,205,Parma,USA,2014.0,2.0,7.0,,,,
0,42,39,Vitek Vanecek,0,103,2.6668,Vanecek,12,6,0,8477970,0,0.90778,1014,20212022,L,1117,4,WSH,139043,20,20212022,0.897435,35,122,3.15873,4,20,0.51282,16,18,28.92055,2022,vitek vanecek,74,184,Havlickuv Brod,CZE,2014.0,2.0,9.0,Vitek Vanecek,NJD,G,3400000.0
0,46,44,Anton Forsberg,0,121,2.8233,Forsberg,17,4,2,8476341,0,0.91695,1336,20212022,L,1457,1,OTT,154287,22,20212022,0.954545,42,121,2.8233,2,30,0.681818,20,21,33.996383,2022,anton forsberg,75,200,Härnösand,SWE,2011.0,7.0,7.0,Anton Forsberg,OTT,G,2750000.0
0,44,39,Ilya Samsonov,0,119,3.02375,Samsonov,12,5,0,8478492,0,0.89606,1026,20212022,L,1145,3,WSH,141678,23,20212022,0.897435,35,130,3.30326,4,18,0.461538,17,20,29.094143,2022,ilya samsonov,75,208,Magnitogorsk,RUS,2015.0,1.0,22.0,Ilya Samsonov,TOR,G,1800000.0
0,41,39,Jeremy Swayman,0,96,2.4098,Swayman,14,3,6,8480280,0,0.91359,1015,20212022,L,1111,3,BOS,143414,23,20212022,0.974358,38,113,2.83654,1,25,0.641025,15,22,27.88849,2022,jeremy swayman,75,195,Anchorage,USA,2017.0,4.0,18.0,Jeremy Swayman,BOS,G,925000.0
1,46,46,Jonathan Quick,0,116,2.59134,Quick,13,9,6,8471734,1,0.90965,1168,20212022,L,1284,2,LAK,161152,23,20212022,0.934782,43,123,2.74771,3,26,0.565217,18,20,28.683479,2022,jonathan quick,73,219,Milford,USA,2005.0,3.0,11.0,Jonathan Quick,VGK,G,5800000.0
1,44,44,Robin Lehner,0,120,2.82724,Lehner,17,2,10,8475215,1,0.90683,1168,20212022,L,1288,1,VGK,152799,23,20212022,0.90909,40,125,2.94504,4,26,0.590909,18,20,30.345748,2022,robin lehner,76,250,Gothenburg,SWE,2009.0,2.0,16.0,Robin Lehner,VGK,G,5000000.0
0,40,38,Ville Husso,0,100,2.56275,Husso,7,6,0,8478024,0,0.91909,1136,20212022,L,1236,2,STL,140474,25,20212022,0.973684,37,153,3.92101,1,24,0.631578,11,25,31.675613,2022,ville husso,75,205,Helsinki,FIN,2014.0,4.0,4.0,Ville Husso,DET,G,4750000.0
1,41,39,Linus Ullmark,0,95,2.44589,Ullmark,10,2,4,8476999,1,0.91666,1045,20212022,L,1140,1,BOS,139826,26,20212022,0.948717,37,127,3.26977,2,23,0.589743,12,25,29.350764,2022,linus ullmark,76,223,Lugnvik,SWE,2012.0,6.0,12.0,Linus Ullmark,BOS,G,5000000.0
0,52,52,Ilya Sorokin,0,123,2.40212,Sorokin,18,8,0,8478009,0,0.92513,1520,20212022,L,1643,7,NYI,184337,26,20212022,0.961538,50,147,2.87082,2,37,0.711538,22,25,32.086884,2022,ilya sorokin,75,189,Mezhdurechensk,RUS,2014.0,3.0,18.0,Ilya Sorokin,NYI,G,4000000.0
0,45,43,Mikko Koskinen,0,136,3.10427,Koskinen,12,4,4,8475156,0,0.90264,1261,20212022,L,1397,1,EDM,157718,27,20212022,0.953488,41,146,3.33253,2,22,0.511627,15,24,31.887292,2022,mikko koskinen,79,202,Vantaa,FIN,2009.0,2.0,1.0,,,,
2,59,56,Elvis Merzlikins,0,178,3.21675,Merzlikins,23,7,8,8478007,2,0.90729,1742,20212022,L,1920,2,CBJ,199207,27,20212022,0.892857,50,171,3.09025,6,30,0.535714,27,24,34.697576,2022,elvis merzlikins,75,190,Riga,LVA,2014.0,3.0,16.0,Elvis Merzlikins,CBJ,G,5400000.0
2,56,56,Marc-Andre Fleury,0,159,2.90422,Fleury,23,5,2,8470594,2,0.90819,1573,20212022,L,1732,4,"CHI,MIN",197092,28,20212022,0.946428,53,150,2.73983,3,31,0.553571,26,25,31.635987,2022,marcandre fleury,74,185,Sorel,CAN,2003.0,1.0,1.0,Marc-Andre Fleury,MIN,G,3500000.0
2,66,66,Connor Hellebuyck,0,193,2.96656,Hellebuyck,27,10,0,8476945,2,0.91044,1962,20212022,L,2155,4,WPG,234210,29,20212022,0.954545,63,194,2.98193,3,41,0.621212,34,28,33.124119,2022,connor hellebuyck,76,207,Commerce,USA,2012.0,5.0,9.0,Connor Hellebuyck,WPG,G,6166666.0
2,48,46,Jake Oettinger,0,114,2.52622,Oettinger,15,1,0,8479979,2,0.91435,1217,20212022,L,1331,1,DAL,162456,30,20212022,0.913043,42,135,2.99157,4,31,0.673913,15,28,29.494755,2022,jake oettinger,78,225,Lakeville,USA,2017.0,1.0,26.0,Jake Oettinger,DAL,G,4000000.0
1,49,47,Jack Campbell,0,123,2.64005,Campbell,9,6,0,8475789,1,0.91398,1307,20212022,L,1430,5,TOR,167724,31,20212022,0.93617,44,178,3.82056,3,30,0.638297,14,29,30.693281,2022,jack campbell,75,200,Port Huron,USA,2010.0,1.0,11.0,Jack Campbell,EDM,G,5000000.0
1,49,48,Cam Talbot,0,132,2.76499,Talbot,12,4,2,8475660,1,0.91129,1356,20212022,L,1488,3,MIN,171863,32,20212022,0.958333,46,162,3.3934,2,28,0.583333,15,28,31.169012,2022,cam talbot,75,202,Caledonia,CAN,,,,,,,
2,64,61,Thatcher Demko,0,168,2.72384,Demko,22,7,2,8477967,2,0.91459,1799,20212022,L,1967,1,VAN,222039,33,20212022,0.950819,58,189,3.06432,3,37,0.606557,27,30,31.891694,2022,thatcher demko,76,192,San Diego,USA,2014.0,2.0,6.0,Thatcher Demko,VAN,G,5000000.0
2,58,56,Tristan Jarry,0,138,2.42446,Jarry,18,6,2,8477465,2,0.91934,1573,20212022,L,1711,4,PIT,204911,34,20212022,0.964285,54,186,3.26776,2,35,0.625,20,31,30.059879,2022,tristan jarry,76,201,Surrey,CAN,2013.0,2.0,14.0,Tristan Jarry,PIT,G,3500000.0
4,52,51,Frederik Andersen,0,111,2.16875,Andersen,14,3,0,8475883,4,0.92243,1320,20212022,L,1431,4,CAR,184253,35,20212022,0.941176,48,167,3.2629,3,33,0.647058,16,34,27.959382,2022,frederik andersen,76,229,Herning,DNK,2012.0,3.0,26.0,Frederik Andersen,CAR,G,4500000.0
1,53,52,Igor Shesterkin,0,106,2.0713,Shesterkin,13,4,2,8478048,1,0.93464,1516,20212022,L,1622,6,NYR,184232,36,20212022,0.903846,47,152,2.97016,5,39,0.75,15,33,31.694819,2022,igor shesterkin,73,199,Moscow,RUS,2014.0,4.0,28.0,Igor Shesterkin,NYR,G,5666667.0
0,57,57,Darcy Kuemper,0,138,2.54085,Kuemper,12,4,2,8475311,0,0.92132,1616,20212022,L,1754,5,COL,195525,37,20212022,0.894736,51,196,3.60874,6,40,0.701754,14,35,32.294591,2022,darcy kuemper,77,215,Saskatoon,CAN,2009.0,6.0,11.0,Darcy Kuemper,WAS,G,5250000.0
3,63,63,Jacob Markstrom,0,137,2.22412,Markstrom,15,9,10,8474593,3,0.92189,1617,20212022,L,1754,9,CGY,221750,37,20212022,0.936507,59,213,3.45794,4,39,0.619047,23,36,28.47531,2022,jacob markstrom,78,207,Gavle,SWE,2008.0,2.0,1.0,Jacob Markstrom,CGY,G,6000000.0
0,67,67,Juuse Saros,0,173,2.64007,Saros,25,3,0,8477424,0,0.91789,1934,20212022,L,2107,4,NSH,235902,38,20212022,0.925373,62,201,3.06737,5,45,0.671641,27,35,32.15403,2022,juuse saros,71,180,Forssa,FIN,2013.0,4.0,8.0,Juuse Saros,NSH,G,5000000.0
1,63,63,Andrei Vasilevskiy,0,156,2.48886,Vasilevskiy,18,5,6,8476883,1,0.91648,1712,20212022,L,1868,2,TBL,225645,39,20212022,0.968253,61,200,3.19085,2,42,0.666666,21,38,29.802566,2022,andrei vasilevskiy,76,223,Tyumen,RUS,2012.0,1.0,19.0,Andrei Vasilevskiy,TBL,G,9500000.0
0,54,53,Sergei Bobrovsky,0,137,2.66695,Bobrovsky,7,3,4,8475683,0,0.91251,1429,20212022,L,1566,3,FLA,184930,39,20212022,0.90566,48,214,4.1659,5,32,0.603773,8,37,30.485048,2022,sergei bobrovsky,74,180,Novokuznetsk,RUS,,,,Sergei Bobrovsky,FLA,G,10000000.0
0,1,1,Jet Greaves,0,3,3.05343,Greaves,1,0,0,8482982,0,0.93877,46,20222023,L,49,0,CBJ,3537,0,20222023,1.0,1,2,2.03562,0,1,1.0,1,0,49.872773,2023,jet greaves,72,188,Cambridge,CAN,,,,,,,
0,1,1,Yaroslav Askarov,0,4,4.14985,Askarov,1,0,0,8482137,0,0.88571,31,20222023,R,35,0,NSH,3470,0,20222023,1.0,1,2,2.07492,0,0,0.0,1,0,36.311272,2023,yaroslav askarov,75,180,Omsk,RUS,2020.0,1.0,11.0,,,,
0,1,1,Olle Eriksson Ek,0,5,4.68872,Eriksson Ek,0,1,0,8480042,0,0.87179,34,20222023,L,39,0,ANA,3839,0,20222023,1.0,1,4,3.75097,0,0,0.0,1,0,36.572054,2023,olle eriksson ek,75,189,Karlstad,SWE,2017.0,5.0,29.0,,,,
0,1,0,Jett Alexander,0,0,0.0,Alexander,0,0,0,8483183,0,,0,20222023,L,0,0,TOR,70,0,20222023,,0,0,0.0,0,0,,0,0,0.0,2023,jett alexander,77,214,Bloomfield,CAN,,,,,,,
0,1,0,Dylan Wells,0,1,3.0,Wells,0,0,0,8479380,0,0.92307,12,20222023,L,13,0,CHI,1200,0,20222023,,0,0,0.0,0,0,,0,0,39.000039,2023,dylan wells,74,190,St. Catharines,CAN,2016.0,5.0,2.0,,,,
0,4,3,Aaron Dell,0,9,2.7097,Dell,3,0,0,8477180,0,0.91262,94,20222023,L,103,0,SJS,11957,0,20222023,1.0,3,7,2.10755,0,2,0.666666,3,0,31.011131,2023,aaron dell,72,213,Airdrie,CAN,,,,,,,
0,2,2,Leevi Meriläinen,0,6,4.23114,Meriläinen,1,1,0,8482447,0,0.87755,43,20222023,L,49,0,OTT,5105,0,20222023,0.5,1,2,1.41038,1,1,0.5,2,0,34.554372,2023,leevi merilainen,74,196,Oulu,FIN,2020.0,3.0,9.0,,,,
0,1,0,Matthew Berlin,0,0,0.0,Berlin,0,0,0,8483158,0,1.0,1,20222023,L,1,0,EDM,146,0,20222023,,0,0,0.0,0,0,,0,0,24.657872,2023,matthew berlin,75,205,Edmonton,CAN,,,,,,,
0,1,1,Anton Khudobin,0,6,6.0,Khudobin,1,0,0,8471418,0,0.78571,22,20222023,L,28,0,CHI,3600,0,20222023,1.0,1,1,1.0,0,0,0.0,1,0,28.0,2023,anton khudobin,71,210,Ust-Kamenogorsk,KAZ,2004.0,7.0,13.0,,,,
0,3,2,Cayden Primeau,0,8,3.46361,Primeau,2,0,0,8480051,0,0.85185,46,20222023,L,54,0,MTL,8315,0,20222023,1.0,2,3,1.29885,0,1,0.5,2,0,23.379437,2023,cayden primeau,75,205,Farmington Hills,USA,2017.0,7.0,13.0,Cayden Primeau,MTL,G,890000.0
0,3,3,Matt Murray,0,10,3.38919,Murray,2,0,0,8483575,0,0.84375,54,20222023,L,64,0,DAL,10622,1,20222023,1.0,3,8,2.71135,0,1,0.333333,2,1,21.690834,2023,matt murray,73,196,St. Albert,CAN,,,,,,,
0,3,2,Jon Gillies,0,9,4.57046,Gillies,1,0,0,8476903,0,0.86363,57,20222023,L,66,0,CBJ,7089,1,20222023,0.5,1,6,3.04697,1,0,0.0,1,1,33.516727,2023,jon gillies,78,223,Concord,USA,2012.0,3.0,14.0,,,,
0,4,2,Dustin Tokarski,0,12,3.43839,Tokarski,2,0,0,8474682,0,0.89743,105,20222023,L,117,0,PIT,12564,1,20222023,1.0,2,8,2.29226,0,1,0.5,2,1,33.524355,2023,dustin tokarski,72,198,Watson,CAN,2008.0,5.0,1.0,,,,
0,2,1,Keith Kinkaid,0,2,1.36596,Kinkaid,0,0,0,8476234,0,0.95,38,20222023,L,40,0,"BOS,COL",5271,1,20222023,1.0,1,5,3.41491,0,1,1.0,0,1,27.319306,2023,keith kinkaid,74,195,Farmingville,USA,,,,,,,
0,2,2,Justus Annunen,0,7,3.57954,Annunen,1,0,0,8481020,0,0.85416,41,20222023,L,48,0,COL,7040,1,20222023,1.0,2,9,4.60227,0,1,0.5,1,1,24.545461,2023,justus annunen,76,210,Kempele,FIN,2018.0,3.0,2.0,Justus Annunen,COL,G,775000.0
0,2,1,Eetu Makiniemi,0,3,2.13438,Makiniemi,0,1,0,8480199,0,0.90625,29,20222023,L,32,0,SJS,5060,1,20222023,1.0,1,8,5.69169,0,1,1.0,1,1,22.766807,2023,eetu makiniemi,74,184,Vantaa,FIN,2017.0,4.0,11.0,,,,
0,2,2,Dylan Ferguson,0,5,2.52383,Ferguson,1,0,0,8480263,0,0.93975,78,20222023,L,83,0,OTT,7132,1,20222023,1.0,2,5,2.52383,0,1,0.5,1,1,41.895683,2023,dylan ferguson,74,194,Lantzville,CAN,2017.0,7.0,8.0,,,,
0,3,3,Kevin Mandolese,0,10,3.29308,Mandolese,2,0,0,8480867,0,0.91596,109,20222023,L,119,0,OTT,10932,1,20222023,1.0,3,4,1.31723,0,2,0.666666,2,0,39.187714,2023,kevin mandolese,76,180,Blainville,CAN,2018.0,6.0,2.0,,,,
0,1,1,Dustin Wolf,0,1,1.00166,Wolf,0,0,0,8481692,0,0.95833,23,20222023,L,24,0,CGY,3594,1,20222023,1.0,1,3,3.005,0,1,1.0,0,1,24.040074,2023,dustin wolf,72,166,Gilroy,USA,2019.0,7.0,28.0,,,,
0,2,2,Jiri Patera,0,5,2.5,Patera,0,0,0,8480238,0,0.92857,65,20222023,L,70,0,VGK,7200,2,20222023,1.0,2,12,6.0,0,2,1.0,0,2,35.0,2023,jiri patera,75,212,Praha,CZE,2017.0,6.0,6.0,,,,
1,16,10,Michael Hutchinson,0,54,4.28883,Hutchinson,6,3,0,8474636,1,0.87731,379,20222023,R,432,0,CBJ,45327,2,20222023,0.9,9,24,1.90614,1,2,0.2,9,2,34.310676,2023,michael hutchinson,75,201,Barrie,CAN,2008.0,3.0,16.0,,,,
0,3,2,Jonas Johansson,0,5,2.09863,Johansson,0,0,0,8477992,0,0.9315,68,20222023,L,73,0,COL,8577,2,20222023,1.0,2,10,4.19727,0,1,0.5,0,2,30.640083,2023,jonas johansson,77,220,Gavle,SWE,2014.0,3.0,1.0,Jonas Johansson,TBL,G,775000.0
0,15,13,Arvid Soderblom,0,48,3.44813,Soderblom,10,2,0,8482821,0,0.89403,405,20222023,L,453,0,CHI,50114,2,20222023,0.923076,12,24,1.72406,1,6,0.461538,11,2,32.541805,2023,arvid soderblom,75,180,Göteborg,SWE,,,,Arvid Söderblom,CHI,G,962500.0
0,5,4,Joey Daccord,0,13,3.14347,Daccord,1,1,0,8478916,0,0.9,117,20222023,L,130,0,SEA,14888,2,20222023,1.0,4,12,2.90166,0,1,0.25,1,2,31.434716,2023,joey daccord,74,201,Boston,USA,2015.0,7.0,18.0,Joey Daccord,SEA,G,1200000.0
0,5,5,Arturs Silovs,0,14,2.74569,Silovs,2,0,0,8481668,0,0.90789,138,20222023,L,152,0,VAN,18356,3,20222023,1.0,5,16,3.13793,0,4,0.8,2,2,29.810421,2023,arturs silovs,76,208,Riga,LVA,2019.0,6.0,1.0,,,,
0,10,9,Erik Kallgren,0,25,2.67062,Kallgren,2,4,0,8478902,0,0.89837,221,20222023,L,246,0,TOR,33700,3,20222023,1.0,9,25,2.67062,0,3,0.333333,6,3,26.278932,2023,erik kallgren,75,200,Stockholm,SWE,2015.0,7.0,2.0,,,,
0,20,18,Felix Sandstrom,0,69,3.72017,Sandstrom,12,3,0,8478433,0,0.88,506,20222023,L,575,0,PHI,66771,3,20222023,1.0,18,47,2.53403,0,5,0.277777,15,3,31.001482,2023,felix sandstrom,74,211,Gavle,SWE,2015.0,3.0,9.0,,,,
0,6,6,Joel Hofer,0,17,3.21563,Hofer,1,1,0,8480981,0,0.90502,162,20222023,L,179,0,STL,19032,3,20222023,0.666666,4,17,3.21563,2,3,0.5,1,3,33.858768,2023,joel hofer,77,193,Winnipeg,CAN,2018.0,4.0,14.0,Joel Hofer,STL,G,775000.0
1,17,16,Daniil Tarasov,0,57,3.91244,Tarasov,11,1,0,8480193,1,0.89204,471,20222023,L,528,0,CBJ,52448,4,20222023,0.75,12,35,2.40237,4,6,0.375,11,4,36.241612,2023,daniil tarasov,77,203,Novokuznetsk,RUS,2017.0,3.0,24.0,Daniil Tarasov,CBJ,G,1050000.0
0,7,7,Ivan Prosvetov,0,28,3.98072,Prosvetov,3,0,0,8481031,0,0.88034,206,20222023,L,234,0,ARI,25322,4,20222023,1.0,7,18,2.55903,0,3,0.428571,3,4,33.267518,2023,ivan prosvetov,77,195,Moscow,RUS,2018.0,4.0,21.0,,,,
0,19,17,Lukas Dostal,0,67,3.78275,Dostal,10,3,0,8480843,0,0.90132,612,20222023,L,679,0,ANA,63763,4,20222023,1.0,17,44,2.48419,0,13,0.764705,13,4,38.335712,2023,lukas dostal,74,190,Brno,CZE,2018.0,3.0,23.0,Lukas Dostal,ANA,G,812500.0
0,18,14,Magnus Hellberg,0,50,3.20393,Hellberg,8,1,0,8476433,0,0.88814,397,20222023,L,447,0,"OTT,DET",56181,5,20222023,0.928571,13,40,2.56314,1,6,0.428571,8,4,28.643136,2023,magnus hellberg,78,206,Uppsala,SWE,2011.0,2.0,8.0,,,,
0,6,6,Jaxson Stauber,0,17,2.80605,Stauber,1,0,0,8483530,0,0.91099,174,20222023,L,191,0,CHI,21810,5,20222023,1.0,6,23,3.79642,0,4,0.666666,1,5,31.526824,2023,jaxson stauber,75,174,Wayzata,USA,,,,,,,
0,7,7,Devon Levi,0,21,2.93694,Levi,2,0,0,8482221,0,0.9054,201,20222023,L,222,0,BUF,25741,5,20222023,1.0,7,23,3.21665,0,5,0.714285,2,3,31.047748,2023,devon levi,72,192,Dollard-des-Ormeaux,CAN,2020.0,7.0,26.0,,,,
0,15,13,Alex Nedeljkovic,0,49,3.53096,Nedeljkovic,7,2,2,8477968,0,0.89484,417,20222023,L,466,0,DET,49958,5,20222023,1.0,13,40,2.88242,0,5,0.384615,8,5,33.580207,2023,alex nedeljkovic,72,205,Parma,USA,2014.0,2.0,7.0,Alex Nedeljkovic,PIT,G,1500000.0
0,19,12,Anthony Stolarz,0,51,3.73147,Stolarz,6,0,0,8476932,0,0.89878,444,20222023,L,494,0,ANA,49203,5,20222023,0.916666,11,34,2.48765,1,6,0.5,6,3,36.144137,2023,anthony stolarz,78,248,Edison,USA,2012.0,2.0,15.0,Anthony Stolarz,FLA,G,1100000.0
0,10,9,Calvin Petersen,0,34,3.75368,Petersen,3,2,0,8477361,0,0.8677,223,20222023,R,257,0,LAK,32608,5,20222023,0.888888,8,32,3.53287,1,3,0.333333,5,4,28.373407,2023,calvin petersen,74,185,Waterloo,USA,2013.0,5.0,8.0,,,,
0,7,7,Joseph Woll,0,15,2.16121,Woll,1,0,0,8479361,0,0.9315,204,20222023,L,219,0,TOR,24986,6,20222023,1.0,7,24,3.45793,0,6,0.857142,1,6,31.553672,2023,joseph woll,75,212,Dardenne Prairie,USA,2016.0,3.0,1.0,Joseph Woll,TOR,G,766666.0
0,27,26,Connor Ingram,0,89,3.36554,Ingram,13,8,2,8478971,0,0.90729,871,20222023,L,960,1,ARI,95200,6,20222023,0.961538,25,63,2.38235,1,17,0.653846,18,4,36.302521,2023,connor ingram,73,218,Saskatoon,CAN,2016.0,3.0,27.0,Connor Ingram,ARI,G,1950000.0
0,12,10,Samuel Ersson,0,33,3.07016,Ersson,3,0,0,8481035,0,0.89908,294,20222023,L,327,1,PHI,38695,6,20222023,0.9,9,34,3.16319,1,6,0.6,3,6,30.422535,2023,samuel ersson,75,194,Falun,SWE,2018.0,5.0,19.0,Samuel Ersson,PHI,G,859167.0
0,11,10,Laurent Brossoit,0,23,2.16969,Brossoit,0,3,0,8476316,0,0.92744,294,20222023,L,317,0,VGK,38162,7,20222023,1.0,10,33,3.11304,0,7,0.7,1,6,29.904094,2023,laurent brossoit,75,203,Port Alberni,CAN,2011.0,6.0,13.0,Laurent Brossoit,WPG,G,1750000.0
0,21,16,Thomas Greiss,0,66,3.63519,Greiss,10,0,0,8471306,0,0.89616,561,20222023,L,626,1,STL,65361,7,20222023,1.0,16,51,2.80901,0,6,0.375,10,6,34.479277,2023,thomas greiss,74,219,Fussen,DEU,2004.0,3.0,29.0,,,,
1,30,27,Elvis Merzlikins,0,110,4.23022,Merzlikins,18,2,4,8478007,1,0.87626,779,20222023,L,889,0,CBJ,93612,7,20222023,0.814814,22,70,2.69196,5,9,0.333333,20,7,34.187925,2023,elvis merzlikins,75,190,Riga,LVA,2014.0,3.0,16.0,Elvis Merzlikins,CBJ,G,5400000.0
1,19,17,Mads Sogaard,0,58,3.32219,Sogaard,6,3,0,8481544,1,0.88931,466,20222023,L,524,0,OTT,62850,8,20222023,0.941176,16,60,3.43675,1,8,0.470588,8,8,30.01432,2023,mads sogaard,79,231,Aalborg,DNK,2019.0,2.0,6.0,,,,
1,16,16,Pavel Francouz,0,42,2.61266,Francouz,7,1,0,8480925,1,0.9148,451,20222023,R,493,1,COL,57872,8,20222023,1.0,16,46,2.86148,0,9,0.5625,8,7,30.667681,2023,pavel francouz,72,179,Plzen,CZE,,,,Pavel Francouz,COL,G,2000000.0
0,18,14,Akira Schmid,0,32,2.13013,Schmid,5,2,0,8481033,0,0.92156,376,20222023,L,408,1,NJD,54081,9,20222023,0.928571,13,49,3.26177,1,8,0.571428,5,8,27.159261,2023,akira schmid,77,190,Bern,CHE,2018.0,5.0,12.0,,,,
1,21,19,Spencer Knight,0,62,3.18288,Knight,8,3,0,8481519,1,0.90111,565,20222023,L,627,1,FLA,70125,9,20222023,0.947368,18,66,3.38823,1,8,0.421052,10,9,32.188236,2023,spencer knight,75,191,Darien,USA,2019.0,1.0,13.0,,,,
0,21,18,David Rittich,0,50,2.67455,Rittich,8,1,2,8479496,0,0.90118,456,20222023,L,506,0,WPG,67301,9,20222023,1.0,18,50,2.67455,0,9,0.5,9,8,27.066462,2023,david rittich,75,200,Jihlava,CZE,,,,David Rittich,LAK,G,875000.0
0,21,18,Scott Wedgewood,0,51,2.71573,Wedgewood,8,3,0,8475809,0,0.91542,552,20222023,L,603,1,DAL,67606,9,20222023,0.944444,17,65,3.46123,1,12,0.666666,10,9,32.109576,2023,scott wedgewood,74,201,Brampton,CAN,2010.0,3.0,24.0,Scott Wedgewood,DAL,G,1000000.0
1,19,19,Eric Comrie,0,68,3.66911,Comrie,9,1,2,8477480,1,0.88552,526,20222023,L,594,1,BUF,66719,9,20222023,0.947368,18,71,3.83099,1,8,0.421052,9,9,32.050841,2023,eric comrie,73,190,Edmonton,CAN,2013.0,2.0,29.0,Eric Comrie,BUF,G,1800000.0
0,27,24,Alex Stalock,0,74,3.00948,Stalock,15,2,16,8471774,0,0.90796,730,20222023,L,804,2,CHI,88520,9,20222023,0.916666,22,66,2.68413,2,14,0.583333,16,9,32.697696,2023,alex stalock,71,170,Saint Paul,USA,2005.0,4.0,21.0,,,,
0,37,37,Kaapo Kahkonen,0,135,3.84569,Kahkonen,20,7,0,8478039,0,0.8825,1014,20222023,L,1149,1,SJS,126375,9,20222023,0.891891,33,105,2.99109,4,15,0.405405,25,9,32.731157,2023,kaapo kahkonen,74,217,Helsinki,FIN,2014.0,4.0,19.0,Kaapo Kahkonen,NJD,G,2750000.0
0,19,18,Kevin Lankinen,0,49,2.7498,Lankinen,8,1,2,8480947,0,0.91595,534,20222023,L,583,0,NSH,64150,9,20222023,0.944444,17,48,2.69368,1,12,0.666666,9,8,32.71707,2023,kevin lankinen,74,190,Helsinki,FIN,,,,Kevin Lankinen,NSH,G,2000000.0
